CUSTOMER_NAME,CUID,CUSTOMER_REF,ACCOUNT_NO,SERVICE_TYPE,COPF_ID,ORDER_TYPE ,OLD_COPF_ID,OPPORTUNITY_ID,SERVICE_ID,VIZNET_CIRCUIT_ID,COMMISSION_DATE ,TERMINATION_DATE ,CIRCUIT_SPEED,ACTION_TYPE,CURRENT ORDER STATUS,CIRCUIT STATUS,BSO_PROVIDER,BSO_ARRANGED_BY,INTERFACE,UNFR,BILLING_TYPE,SALES_PERSON_NAME,CONTACT PERSON,PHONE NO,EMAIL ID,PINCODE,CUSTOMER_ A_END,CUSTOMER_B_END,A_END_ ADDRESS,B_END_ADDRESS,COPF_VETTING_DATE,OPPORTUNITY_DATE,RFS DATE,CREATED BY,PSR Number,PSR Type,TASK_NUMBER,TASK_STATUS,ITEM_STAGE,ITEM_SUB_STAGE,ITEM_SUB_STAGE_DESCRIPTION,TASK READY DATE,ACTUAL_RELEASE_DATE,TASK READY DATE(New),ACTUAL_COMPLETION_DATE,WORK_QUEUE_ID,GROUP_NAME,PROGRAM MANAGER(M6),PROGRAM_MANAGER(POS),GINVOICE_DATE,ORDER_BOOKING_DATE,ORDER_BOOKING_DATE - OPPORTUNITY_DATE,GINVOICE_DATE-OPPORTUNITY_DATE,INVOICE_NUM,INVOICE_DATE,CURRENCY_CODE,OTC,ARC,MRC,Total _Order_Value,End MUX Node IP,End MUX Node Name,Jeopardy,Note,Task Status Accept,PSR_GENERATION_DATE,Last Mile Provider,B End Bso,Remarks,TAT,OLD_COPF(Latest),Customer Segment,SECS_ID,Tiger ID,International Crammer ID,NNI Identifier,DMS ID,Legal_Entity,Identifier(Partial Component ),LBT Number,TIN Number,IZO Private,Cloud Customer Ref number,Cloud Provider,Cloud Type,Parent Id,Parent Service Name,COPF_ID,Bifurcation Flag
27612,109897,27612_SP_THK*001,INT004524,GVPN,432194,E2E,329880,926647,S_091HYDE623010850802,,24-Oct-2014,22-Apr-2016,100 Mbps,TERMINATE,Termination In Progress,Termination In Progress,MAN,VSNL,100-Base-TX,No,Billable,,International Contact,9999999999/9999999999,a@a.com,999999,Hyderabad,Hyderabad,"Road 2 Financial District, Nanakramguda (V), Serilingampally Mandal, BLDG main,FL 1st, RM MDF/Networ  ","TTSL,Cyber Towers,Cellar,Hi-Tec City,Madhapur,Hyderabad : 500081  ",,24-Mar-2016,22-Apr-2016,SDPUNE,2294840,SERVICE,25952217,Ready,Provisioning,TERMAP,Termination Of Mapping,24-Mar-2016 11:33:34 . PM,24-Mar-2016 11:39:53 . PM,24-Mar-2016 06:09:53 . PM,,AUTOTEST,AUTO_USER,Tina Chaterjee,Tina Chaterjee,,,,,THK0316006143,02-Mar-2016,USD,0,50736,4228,50736,172.23.38.201,HYDB_AMAZON_07,,,NEW,25-Mar-2016 05:03:33 . AM,MAN,MAN,,21 Day : 0 Hr,,Wholesale,27612,,,,4d00272e8009c4df,Tata Communications (Hong Kong) Limited,NA,,,No,,,,,,432194,Non-Portal Order
27612,109897,27612_SP_THK*001,NB100699LR,GVPN,422792,E2E,348359,912313,S_086HONG623011438663,,08-Jan-2015,,,ALTER SERVICE,Under Provisioning,Active(Change-Order),,,Gig Ethernet,,Non-Billable,,International Contact,9999999999/9999999999,a@a.com,999999,Hong Kong,Hong Kong,Hong Kong Hong Kong ,"Mega-iAdvantage 399 Chai Wan Road,Chai Wan Hong Kong,China ",,04-Feb-2016,31-Mar-2016,SDPUNE,2227846,SERVICE,24869462,Ready,Provisioning,CKTMAP,Circuit Mapping,04-Feb-2016 12:24:38 . PM,25-Mar-2016 01:20:34 . PM,25-Mar-2016 07:50:34 . AM,,AUTOTEST,AUTO_USER,Kavin Domadia,Kavin Domadia,,,,,,,INR,0,0,0,0,,,,,NEW,25-Mar-2016 06:49:09 . PM,,,,1 Day : 0 Hr,,Wholesale,27612,757563,NNI NO TIGER,Yes,4d00272e8009a4bf ,Tata Communications (Hong Kong) Limited,NA,,,No,,,,,,422792,Non-Portal Order
27612,109897,27612_SP_THK*001,NB100699LR,GVPN,422792,E2E,348359,912313,S_044LOND623011438685,,08-Jan-2015,,,ALTER SERVICE,Under Provisioning,Active(Change-Order),,,Gig Ethernet,,Non-Billable,,International Contact,9999999999/9999999999,a@a.com,999999,London,London,London London ,"Stratford 78/102 The Broadway,London E14-2AA,England ",,04-Feb-2016,31-Mar-2016,SDPUNE,2227840,SERVICE,24869371,Ready,Provisioning,CKTMAP,Circuit Mapping,04-Feb-2016 12:24:12 . PM,25-Mar-2016 01:21:34 . PM,25-Mar-2016 07:51:34 . AM,,AUTOTEST,AUTO_USER,Kavin Domadia,Kavin Domadia,,,,,,,INR,0,0,0,0,,,,,NEW,25-Mar-2016 06:50:28 . PM,,,,1 Day : 0 Hr,,Wholesale,27612,757564,NNI NO TIGER,Yes,4d00272e8009a4bf ,Tata Communications (Hong Kong) Limited,NA,,,No,,,,,,422792,Non-Portal Order
27612,109897,27612_SP_THK*001,INT004920,GVPN,431511,E2E,353566,925648,S_091BENG623011604468,,31-Jan-2015,21-Mar-2016,10 Mbps,TERMINATE,Termination In Progress,Termination In Progress,MAN,VSNL,Fast Ethernet,No,Billable,,International Contact,9999999999/9999999999,a@a.com,999999,Bengaluru,Bangalore,"World Trade Center,Brigade Gateway,Dr.Rajkumar Road Malleshwaram(W),8th Floor,Telco Room, Bangalore  ","TCL, Plot No.18,19 and 20, EPIP Layout, Whitefield, Bangalore:560066  ",,21-Mar-2016,21-Mar-2016,SDPUNE,2291383,SERVICE,25896186,Ready,Provisioning,TERMAP,Termination Of Mapping,21-Mar-2016 02:00:45 . PM,21-Mar-2016 03:15:56 . PM,21-Mar-2016 09:45:54 . AM,,AUTOTEST,AUTO_USER,Tina Chaterjee,Tina Chaterjee,,,,,THK0316006186,02-Mar-2016,USD,700,37624,3077,37624,172.23.218.70,BGLR_YSWAMAZON_01,,,NEW,21-Mar-2016 07:30:44 . PM,MAN,MAN,,1 Day : 0 Hr,,Wholesale,27612,,,,4d00272e8009c232 ,Tata Communications (Hong Kong) Limited,NA,,,No,,,,,,431511,Non-Portal Order
27612,109897,27612_SP_THK*001,NB98936LR,GVPN,430869,E2E,343318,924839,S_086HONG623011254508,,18-Feb-2015,02-Apr-2016,,TERMINATE,Termination In Progress,Termination In Progress,,,Gig Ethernet,,Non-Billable,,International Contact,9999999999/9999999999,a@a.com,999999,Hong Kong,Hong Kong,Hong Kong Hong Kong ,"Mega-iAdvantage 399 Chai Wan Road,Chai Wan Hong Kong,China ",,17-Mar-2016,02-Apr-2016,SDPUNE,2283678,SERVICE,25731638,Ready,Provisioning,TERMAP,Termination Of Mapping,17-Mar-2016 04:41:25 . PM,17-Mar-2016 04:45:55 . PM,17-Mar-2016 11:15:55 . AM,,AUTOTEST,AUTO_USER,Tina Chaterjee,Tina Chaterjee,,,,,,,INR,0,0,0,0,,,,,NEW,17-Mar-2016 10:11:25 . PM,,,,12 Day : 0 Hr,,Wholesale,27612,704853,NA,Yes,4d00272e8009bf67,Tata Communications (Hong Kong) Limited,NA,,,No,,,,,,430869,Non-Portal Order
27612,109897,27612_SP_THK*001,NB98936LR,GVPN,430875,E2E,343318,924845,S_044LOND623011254530,,18-Feb-2015,02-Apr-2016,,TERMINATE,Termination In Progress,Termination In Progress,,,Gig Ethernet,,Non-Billable,,International Contact,9999999999/9999999999,a@a.com,999999,London,London,London London ,78102 The Broadway  E15 1NG,,17-Mar-2016,02-Apr-2016,SDPUNE,2283193,SERVICE,25722544,Ready,Provisioning,TERMAP,Termination Of Mapping,17-Mar-2016 01:42:01 . PM,17-Mar-2016 01:45:59 . PM,17-Mar-2016 08:15:44 . AM,,AUTOTEST,AUTO_USER,Tina Chaterjee,Tina Chaterjee,,,,,,,INR,0,0,0,0,,,,,NEW,17-Mar-2016 07:12:01 . PM,,,,12 Day : 0 Hr,,Wholesale,27612,704854,NNI NO TIGER,Yes,4d00272e8009bf67 ,Tata Communications (Hong Kong) Limited,NA,,,No,,,,,,430875,Non-Portal Order
27612,109897,27612_SP_THK*001,INT004736,GVPN,430800,E2E,343318,924733,S_091PUNE623011254476,,18-Feb-2015,02-Apr-2016,6 Mbps,TERMINATE,Termination In Progress,Termination In Progress,MAN,VSNL,100-Base-TX,No,Billable,,International Contact,9999999999/9999999999,a@a.com,999999,Pune,Pune,"IT  1 Building,Flagship Inftrastructure Pvt Ltd-SEZ,Survey No. 154/6 Rajiv Gandhi Infotech Park Pha  ","TCL, Alandi Road Dighi, Pune 411015 Pune 411015 Pune",,16-Mar-2016,02-Apr-2016,SDPUNE,2282753,SERVICE,25716604,Ready,Provisioning,TERMAP,Termination Of Mapping,16-Mar-2016 11:31:25 . PM,16-Mar-2016 11:35:03 . PM,16-Mar-2016 06:05:02 . PM,,AUTOTEST,AUTO_USER,Tina Chaterjee,Tina Chaterjee,,,,,THK0316006181,02-Mar-2016,USD,0,26796,2233,26796,172.22.167.38,PUNE_ACCENIT1_03,,,NEW,17-Mar-2016 05:01:24 . AM,MAN,MAN,,13 Day : 0 Hr,,Wholesale,27612,,,,4d00272e80088c04,Tata Communications (Hong Kong) Limited,NA,,,No,,,,,,430800,Non-Portal Order
27612,109897,27612_SP_THK*001,NB104411LR,GVPN,430935,E2E,356925,924934,S_852HONG623011730255,,09-Apr-2015,12-Apr-2016,,TERMINATE,Termination In Progress,Termination In Progress,,,Gig Ethernet,,Non-Billable,,International Contact,9999999999/9999999999,a@a.com,999999,Hong Kong,Hong Kong,Hong Kong Hong Kong ,"One-I-Advantage, 36/F, Standard Chartered Tower 388 Kwun Tong Rd, Kwun Tong, Kowloon, China ",,17-Mar-2016,12-Apr-2016,SDPUNE,2283617,SERVICE,25730826,Ready,Provisioning,TERMAP,Termination Of Mapping,17-Mar-2016 04:23:58 . PM,17-Mar-2016 04:35:55 . PM,17-Mar-2016 11:05:54 . AM,,AUTOTEST,AUTO_USER,Tina Chaterjee,Tina Chaterjee,,,,,,,INR,0,0,0,0,,,,,NEW,17-Mar-2016 09:53:57 . PM,,,,20 Day : 0 Hr,,Wholesale,27612,769443,NA,Yes,4d00272e8009bfa0,Tata Communications (Hong Kong) Limited,NA,,,No,,,,,,430935,Non-Portal Order
27612,109897,27612_SP_THK*001,NB104411LR,GVPN,430945,E2E,356925,924945,S_044LOND623011730277,,09-Apr-2015,12-Apr-2016,,TERMINATE,Termination In Progress,Termination In Progress,,,Gig Ethernet,,Non-Billable,,International Contact,9999999999/9999999999,a@a.com,999999,London,London,London London ,"Stratford 78/102 The Broadway,London E14-2AA,England ",,17-Mar-2016,12-Apr-2016,SDPUNE,2283695,SERVICE,25731941,Ready,Provisioning,TERMAP,Termination Of Mapping,17-Mar-2016 04:50:34 . PM,17-Mar-2016 04:55:56 . PM,17-Mar-2016 11:25:55 . AM,,AUTOTEST,AUTO_USER,Tina Chaterjee,Tina Chaterjee,,,,,,,INR,0,0,0,0,,,,,NEW,17-Mar-2016 10:20:34 . PM,,,,20 Day : 0 Hr,,Wholesale,27612,769448,NA,Yes,4d00272e8009bfa0,Tata Communications (Hong Kong) Limited,NA,,,No,,,,,,430945,Non-Portal Order
27612,109897,27612_SP_THK*001,INT004961,GVPN,430799,E2E,356925,924732,S_091MUMB623011730223,,09-Apr-2015,12-Apr-2016,2 Mbps,TERMINATE,Termination In Progress,Termination In Progress,BHARTI,VSNL,V.35,No,Billable,,International Contact,9999999999/9999999999,a@a.com,999999,Mumbai,Mumbai,"MOM House, 61Ramchandra Lane,Malad(W)  ","LVSB,Kashinath Dhuru Marg,Opp.Kirti college,Prabhadevi,Mumbai:400028  ",,16-Mar-2016,12-Apr-2016,SDPUNE,2282749,SERVICE,25716567,Ready,Provisioning,TERMAP,Termination Of Mapping,16-Mar-2016 11:01:15 . PM,21-Mar-2016 12:35:40 . PM,21-Mar-2016 06:05:33 . AM,,AUTOTEST,AUTO_USER,Tina Chaterjee,Tina Chaterjee,,,,,THK0316006189,02-Mar-2016,USD,700,10468,814,10468,,,,,NEW,17-Mar-2016 04:31:14 . AM,BHARTI,BHARTI,,21 Day : 0 Hr,,Wholesale,27612,,,,4d00272e8009bfa0,Tata Communications (Hong Kong) Limited,NA,,,No,,,,,,430799,Non-Portal Order
27612,109897,27612_SP_THK*001,NB116553LR,GVPN,431889,E2E,388636,926207,S_086HONG623012810593,,11-Dec-2015,09-Mar-2016,,TERMINATE,Termination In Progress,Termination In Progress,,,Gig Ethernet,,Non-Billable,,International Contact,9999999999/9999999999,a@a.com,999999,Hong Kong,Hong Kong,Hong Kong Hong Kong ,"Mega-iAdvantage 399 Chai Wan Road,Chai Wan Hong Kong,China ",,23-Mar-2016,09-Mar-2016,SDPUNE,2293339,SERVICE,25929056,Ready,Provisioning,TERMAP,Termination Of Mapping,23-Mar-2016 10:19:30 . AM,23-Mar-2016 10:23:03 . AM,23-Mar-2016 04:53:02 . AM,,AUTOTEST,AUTO_USER,Tina Chaterjee,Tina Chaterjee,,,,,,,INR,0,0,0,0,,,,,NEW,23-Mar-2016 03:49:27 . PM,,,,1 Day : 0 Hr,,Wholesale,27612,792067,NA,Yes,4d00272e8009bdf9,Tata Communications (Hong Kong) Limited,NA,,,,,,,,,431889,Non-Portal Order
28181,105626,28181_ENT_THK*001,INT000581,IPL,427226,E2E,16P260711,919952,S_8520000143263419,V_8520000143263419,05-Oct-2011,18-Mar-2016,2 Kbps;2 Mbps,TERMINATE,Termination In Progress,Termination In Progress,,VSNL,Fast Ethernet,No,Billable,,International Contact,9999999999,a@a.com,999999,Hong Kong,Colombo,Hong Kong Hong Kong ,Colombo Colombo ,,27-Feb-2016,18-Mar-2016,SDPUNE,2258764,SERVICE,25324182,Ready,Provisioning,TERMAP,Termination Of Mapping,27-Feb-2016 04:28:57 . PM,27-Feb-2016 04:28:57 . PM,27-Feb-2016 09:58:56 . PM,,AUTOTEST,AUTO_USER,Supriya Kamble,Supriya Kamble,,,,,THK0216005828,02-Feb-2016,USD,0,44400,3700,44400,,,,,NEW,27-Feb-2016 09:58:56 . PM,,,,14 Day : 0 Hr,16P260711,Enterprise,28181,Not Avail,16A 17A NP1,,4d00272e8009b2e0,Tata Communications (Hong Kong) Limited,NA,,,,,,,,,427226,Non-Portal Order
28379,115167,28379_ENT_TAM*001,INT001170,GVPN,431377,E2E,14P231111,925479,S_1021232271911,V_1021232271911,15-Mar-2012,08-Apr-2016,1.5 Mbps,TERMINATE,Termination In Progress,Termination In Progress,,VSNL,G.703,No,Billable,,International Contact,9999999999/9999999999,a@a.com,999999,Vienna,Los Angeles,Vienna Vienna ,"1 Wilshire, 4th floor MMR ",,19-Mar-2016,08-Apr-2016,SDPUNE,2287875,SERVICE,25818695,Ready,Provisioning,TERMAP,Termination Of Mapping,19-Mar-2016 03:29:20 . PM,19-Mar-2016 03:33:29 . PM,19-Mar-2016 10:03:23 . AM,,AUTOTEST,AUTO_USER,Tina Chaterjee,Tina Chaterjee,,,,,TAM0316018745,02-Mar-2016,USD,0,7224,602,7224,,,,,NEW,19-Mar-2016 08:59:19 . PM,,,,14 Day : 0 Hr,14P231111,Enterprise,28379,612524, N99_QJR_NP1,No,4d00272e8009c153,Tata Communications (America) Inc.,NA,,,No,,,,,,431377,Non-Portal Order
28379,115167,28379_ENT_TAM*001,INT001170,GVPN,431383,E2E,15P231111,925487,S_1021232271912,V_1021232271912,15-Mar-2012,08-Apr-2016,1.5 Mbps,TERMINATE,Termination In Progress,Termination In Progress,,VSNL,G.703,No,Billable,,International Contact,9999999999/9999999999,a@a.com,999999,Vienna,Los Angeles,Vienna Vienna ,"1 Wilshire, 4th floor MMR ",,19-Mar-2016,08-Apr-2016,SDPUNE,2288043,SERVICE,25822670,Ready,Provisioning,TERMAP,Termination Of Mapping,19-Mar-2016 03:59:04 . PM,19-Mar-2016 04:13:29 . PM,19-Mar-2016 10:43:26 . AM,,AUTOTEST,AUTO_USER,Tina Chaterjee,Tina Chaterjee,,,,,TAM0316018745,02-Mar-2016,USD,0,7224,602,7224,,,,,NEW,19-Mar-2016 09:28:55 . PM,,,,14 Day : 0 Hr,15P231111,Enterprise,28379,612524, N99_QJR_NP2,No,4d00272e8009c153 ,Tata Communications (America) Inc.,NA,,,No,,,,,,431383,Non-Portal Order
28380,115239,28380_SP_THK*002,INT004202,GVPN,425559,E2E,31P231111,916941,S_65000032271928,V_65000032271928,06-Feb-2012,,,HOT UPGRADE,Under Provisioning,Active(Change-Order),,,Fast Ethernet,,Billable,,International Contact,9999999999,a@a.com,999999,Singapore,Singapore,SINGAPORE NNI (6/F SINGAPORE EQUINIX) SINGAPORE ,Equinix Singapore PTE LTD 20 Ayer Rajah Crescent #0505/08,,19-Feb-2016,20-Mar-2016,SDPUNE,2248019,SERVICE,25176673,Ready,Provisioning,CKTMAP,Circuit Mapping,19-Feb-2016 03:27:19 . PM,08-Mar-2016 03:28:49 . PM,08-Mar-2016 09:58:48 . AM,,SDNOC,VSD TEAM,Maulik Vyas,Ravindra Kale,,,,,THK0316006040,02-Mar-2016,USD,0,6240.96,520.08,6240.96,,,,,NEW,08-Mar-2016 08:56:00 . PM,,,,1 Day : 0 Hr,31P231111,Wholesale,28380,816133,,Yes,4d00272e8009ad25,Tata Communications (Hong Kong) Limited,NA,,,No,,,,,,425559,Non-Portal Order
28380,115239,28380_SP_THK*002,INT004600,GVPN,419084,E2E,,907313,S_091BANG623014220298,,,,4 Mbps,NEW,Under Provisioning,Commissioning In Progress(New-Order),BHARTI,VSNL,100-Base-TX,No,Billable,,International Contact,9999999999,a@a.com,999999,Bangalore,BANGALORE,"Sufiya Elite, Unit # 403, 4th Floor, 18 Cunningham Road, Bangalore  ",  ,,13-Jan-2016,13-Feb-2016,SDPUNE,2201810,SERVICE,24459210,Ready,Provisioning,CKTMAP,Circuit Mapping,13-Jan-2016 12:04:15 . PM,25-Mar-2016 06:00:47 . PM,25-Mar-2016 12:30:46 . PM,,SDNOC,VSD TEAM,Maulik Vyas,Maulik Vyas,,,,,THK0316006042,02-Mar-2016,USD,974,10082,759,10082,,,,,REJ,15-Feb-2016 10:10:10 . PM,BHARTI,BHARTI,,1 Day : 0 Hr,,Wholesale,28380,,,,4d00272e800997db ,Tata Communications (Hong Kong) Limited,NA,,,No,,,,,,419084,Non-Portal Order
28535,100112,28535_ENT_TAM*001,NB84559LR,GVPN,424098,E2E,302242,914307,S_091AHME623010104481,V_IPM-25819,01-Jul-2014,12-Apr-2016,2 Mbps,TERMINATE,Termination In Progress,Termination In Progress,MAN,VSNL,100-Base-TX,No,Non-Billable,,International Contact,9999999999,a@a.com,999999,Ahmedabad,Gandhinagar,"Broadway Business Center 701, Broadway Business Center, Ellisbridge,Law Garden Ahmedabad India ",Tata Communications Limited (TCL) International Gateway Centre A/78/4/7 Electronic Estate GIDC,,10-Feb-2016,12-Apr-2016,SDPUNE,2236953,SERVICE,25017656,Ready,Provisioning,TERMAP,Termination Of Mapping,10-Feb-2016 10:01:58 . PM,10-Feb-2016 10:05:16 . PM,10-Feb-2016 04:35:16 . PM,,AUTOTEST,AUTO_USER,Tina Chaterjee,Tina Chaterjee,,,,,,,INR,0,0,0,0,172.22.0.92,AHMD_NOKIABBC_01,,,NEW,11-Feb-2016 03:31:58 . AM,MAN,MAN,,46 Day : 0 Hr,,Enterprise,28535,,,No,4d00272e8009aa63,Tata Communications (America) Inc.,NA,,,No,,,,,,424098,Non-Portal Order
28535,100112,28535_ENT_TAM*001,NB85209LR,GVPN,424096,E2E,302242,914300,S_091AHME623010104450,V_IPM-25818,08-Aug-2014,12-Apr-2016,2 Mbps,TERMINATE,Termination In Progress,Termination In Progress,TTSL,VSNL,100-Base-TX,No,Billable,,International Contact,9999999999,a@a.com,999999,Ahmedabad,Ahmedabad,"Broadway Business Center 701, Broadway Business Center, Ellisbridge,Law Garden Ahmedabad Ahmedabad India ",C/o Tata Teleservices Ltd. (TTSL) Shapath  2 BuildingOpp Rajpath Club Sarkhej Gandhinagar Highway Bodakdev,,10-Feb-2016,12-Apr-2016,SDPUNE,2237102,SERVICE,25020218,Ready,Provisioning,TERMAP,Termination Of Mapping,11-Feb-2016 11:40:02 . AM,15-Feb-2016 12:35:04 . PM,15-Feb-2016 06:04:56 . AM,,AUTOTEST,AUTO_USER,Tina Chaterjee,Tina Chaterjee,,,,,,,EUR,12553.75,24211.51,971.48,24211.51,,,,,NEW,11-Feb-2016 05:10:02 . PM,TTSL,TTSL,,45 Day : 0 Hr,,Enterprise,28535,,,No,4d00272e8009aa63,Tata Communications (America) Inc.,NA,,,No,,,,,,424096,Non-Portal Order
28760,115721,28760_ENT_TIP*001,INT004152,NDE,431365,E2E,83P030413,925458,S_22239305036,V_22239305036,29-Oct-2013,15-Apr-2016,10 Mbps,TERMINATE,Termination In Progress,Termination In Progress,MAN,VSNL,ETHERNET,No,Billable,,INTERNATIONAL CONTACT,9999999999,A@A.COM,999999,Mumbai,Navi Mumbai,4th Floor  Tower B  Tata Communications Data Centre  Bandra Kurla Complex  ,Bse C/O Reliance Infrastructure Ltd  Dakc Idc4 Server Hall 4  Bldg. Plot No.Ttc 1a Midc Thane Belapur Rd Kopar Khairane ,,19-Mar-2016,15-Apr-2016,SDPUNE,2287684,SERVICE,25815742,Ready,Provisioning,TERMAP,Termination Of Mapping,19-Mar-2016 02:42:38 . PM,19-Mar-2016 03:08:03 . PM,19-Mar-2016 09:37:31 . AM,,AUTOTEST,AUTO_USER,Supriya Kamble,Supriya Kamble,,,,,TIP0316027277,05-Mar-2016,USD,0,15000,1250,15000,Not Available,,,,NEW,19-Mar-2016 08:12:37 . PM,MAN,MAN,,19 Day : 0 Hr,83P030413,Enterprise,28760,Not Avail,16,,4d00272e8009c13b,Tata Communications International Pte. Ltd,NA,,,,,,,,,431365,Non-Portal Order
28933,116616,28933_ENT_TUK*001,INT000871,GVPN,416027,E2E,,903371,S_044DARL623014113507,,,,10 Mbps,ADDITION OF SITE,Under Provisioning,Active(Change-Order),,VSNL,Fast Ethernet,,Billable,,International Contact,9999999999/9999999999,a@a.com,999999,Darlington,London,Darlington Darlington ,"Stratford 78/102 The Broadway,London E14-2AA,England ",,24-Dec-2015,23-Jan-2016,SDPUNE,2184476,SERVICE,24190242,Ready,Provisioning,CKTMAP,Circuit Mapping,24-Dec-2015 12:24:05 . PM,21-Mar-2016 01:56:51 . PM,21-Mar-2016 08:26:50 . AM,,SDNOC,VSD TEAM,Nikunj Gala,Nikunj Gala,,,,,TUK0316015517,02-Mar-2016,GBP,698,4964.48,355.54,4964.48,,,,,NEW,21-Mar-2016 07:25:51 . PM,,,,1 Day : 0 Hr,,Enterprise,28933,809742,,No,4d00272e80098693 ,Tata Communications (UK) Limited,NA,,,No,,,,,,416027,Non-Portal Order
29006,116824,29006_ENT_TUK*001,INT000719,GVPN,431089,E2E,40P190412,925111,S_852000032284353,V_852000032284353,10-Jul-2012,14-Apr-2016,2 Mbps,TERMINATE,Termination In Progress,Termination In Progress,,VSNL,V.35,No,Billable,,International Contact,9999999999/9999999999,a@a.com,999999,Seoul,Seongnam,Seoul Seoul ,Samsung Seocho Center 1710-1,,18-Mar-2016,14-Apr-2016,SDPUNE,2284736,SERVICE,25751847,Ready,Provisioning,TERMAP,Termination Of Mapping,18-Mar-2016 11:32:40 . AM,18-Mar-2016 11:36:52 . AM,18-Mar-2016 06:06:51 . AM,,AUTOTEST,AUTO_USER,Tina Chaterjee,Tina Chaterjee,,,,,TUK0316015526,02-Mar-2016,EUR,0,7080,590,7080,,,,,NEW,18-Mar-2016 05:02:40 . PM,,,,20 Day : 0 Hr,40P190412,Enterprise,29006,628011,SB8_XQM_NP1,No,4d00272e8009bffc,Tata Communications (UK) Limited,NA,,,No,,,,,,431089,Non-Portal Order
29006,116824,29006_ENT_TUK*001,INT000330,GVPN,430352,E2E,61P190412,924094,S_132284374,V_132284374,16-Jul-2012,08-Apr-2016,1.5 Mbps,TERMINATE,Termination In Progress,Termination In Progress,,VSNL,G.703,No,Billable,,International Contact,9999999999/9999999999,a@a.com,999999,Miami,Miami,Miami Miami usa,NAP of Americas 50 NE 9th St 2nd floor  ,,15-Mar-2016,08-Apr-2016,SDPUNE,2280193,SERVICE,25679802,Ready,Provisioning,TERMAP,Termination Of Mapping,15-Mar-2016 12:56:47 . PM,15-Mar-2016 01:03:16 . PM,15-Mar-2016 07:33:15 . AM,,SDNOC,VSD TEAM,Tina Chaterjee,Tina Chaterjee,,,,,TUK0316015525,02-Mar-2016,EUR,0,6264,522,6264,,,,,NEW,15-Mar-2016 06:26:47 . PM,,,,18 Day : 0 Hr,61P190412,Enterprise,29006,628244, MLNX_XPYX_NP1,No,4d00272e8009bda9,Tata Communications (UK) Limited,NA,,,No,,,,,,430352,Non-Portal Order
29006,116824,29006_ENT_TUK*001,INT000719,GVPN,430765,E2E,4P130513,924675,S_6100232307866,V_6100232307866,27-Aug-2013,16-Jun-2015,2 Mbps,TERMINATE,Termination In Progress,Termination In Progress,,VSNL,Fast Ethernet,No,Billable,,International Contact,9999999999/9999999999,a@a.com,999999,Sydney,Sydney,Port Botany Gate B110 Penrhyn Rd port botany NSW 2019  ,"Equinix Internet Data Center Gardeners Unit B 639 Gardeners Road NSW 2020,Australia ",,16-Mar-2016,16-Jun-2015,SDPUNE,2282384,SERVICE,25711447,Ready,Provisioning,TERMAP,Termination Of Mapping,16-Mar-2016 05:45:25 . PM,16-Mar-2016 05:49:49 . PM,16-Mar-2016 12:19:46 . PM,,AUTOTEST,AUTO_USER,Tina Chaterjee,Tina Chaterjee,,,,,TUK0316015526,02-Mar-2016,USD,0,13236,1103,13236,,,,,NEW,16-Mar-2016 11:15:25 . PM,,,,1 Day : 0 Hr,4P130513,Enterprise,29006,687571,67M_S01_NP1,Not Avail,4d00272e8009c01e,Tata Communications (UK) Limited,NA,,,No,,,,,,430765,Non-Portal Order
29006,116824,29006_ENT_TUK*001,INT000719,GVPN,426967,E2E,54P100912,919171,S_1131293474,V_1131293474,12-Mar-2016,11-Mar-2016,2 Mbps,LM SHIFTING,Commissioned-Active(E2E Not Reflected),Active(Change-Order),MAN,VSNL,"10-Base-T,ETHERNET,Fast Ethernet",No,Billable,,International Contact,9999999999/9999999999,a@a.com,999999,Noida,Noida,"HCL Technologies Limited: 3rd floor SEZ Campus, Sec-126, 3A, Infra Tower ","Sector-127, Tech Bolywood Noida,:201303  ",,26-Feb-2016,30-Apr-2016,SDPUNE,2256225,COMPONENT,25293941,Ready,Provisioning,TERMAP,Termination Of Mapping,26-Feb-2016 04:26:24 . PM,21-Mar-2016 05:59:35 . PM,21-Mar-2016 12:29:33 . PM,,SDNOC,VSD TEAM,Sankalp Shah,Sankalp Shah,,,,,TUK0316015526,02-Mar-2016,EUR,650,19286,1553,19286,172.23.227.52,NOID_HC3AS126_01,,,NEW,26-Feb-2016 09:56:22 . PM,MAN,MAN,,30 Day : 0 Hr,54P100912,Enterprise,29006,NOT AVAIL,Not Available,No,4d00272e8009b218,Tata Communications (UK) Limited,NA,,,No,,,,,,426967,Non-Portal Order
