Order Id,Scenario Type,Order Type,Order Status,Task Name,Originator Name,Originator Group Id,Service Id,Service Impacting,Order creation Date,Rejected,Assigned User,Assigned Group,Task Opened On,
NCCM_48648,NORMAL,BTNCCM,IN PROGRESS,NCCM_BM_Tx_ReviewAndClose,VHole,Provisioning-Network,,No,08-10-2015 16:58,No,,Provisioning-Network,Provisioning-Network,18-10-2015 17:09
NCCM_48649,NORMAL,PGICCNCCM,IN PROGRESS,NCCM_PC_GIC_ScheduleImplementation,paresh.pawar,SOC-IP,2031177540,No,08-10-2015 17:05,No,,SOC-IP,SOC-IP,08-10-2015 17:07
NCCM_48650,NORMAL,PGICCNCCM,IN PROGRESS,NCCM_PC_GIC_ScheduleImplementation,paresh.pawar,SOC-IP,2031221762,No,08-10-2015 17:07,No,,SOC-IP,SOC-IP,08-10-2015 17:08
NCCM_48651,NORMAL,URINNCCM,IN PROGRESS,NCCM_UR_IN_ReviewCR,snadre,ESOC,091GURG1258005944139,No,08-10-2015 17:47,No,,ESOC,ESOC,16-01-2016 13:27
NCCM_48652,NORMAL,URINNCCM,IN PROGRESS,NCCM_UR_IN_ReviewCR,snadre,ESOC,4467328094,No,08-10-2015 17:55,No,,ESOC,ESOC,16-01-2016 11:43
NCCM_48653,NORMAL,URINNCCM,IN PROGRESS,NCCM_UR_IN_ReviewCR,snadre,ESOC,091MUMB1258004876476,No,08-10-2015 18:07,No,,ESOC,ESOC,16-01-2016 11:34
NCCM_48654,NORMAL,BTNCCM,IN PROGRESS,NCCM_BM_Tx_ConfigureTxServiceInPEWindow,JKathare,Provisioning-Network,,No,08-10-2015 18:07,No,,CM-Transport,CM-Transport,08-10-2015 18:25
NCCM_48657,NORMAL,BTNCCM,IN PROGRESS,NCCM_BM_Tx_ConfigureTxServiceInPEWindow,AFating,Provisioning-Network,,No,08-10-2015 18:29,No,,CM-Transport,CM-Transport,08-10-2015 18:49
NCCM_48658,NORMAL,BTNCCM,IN PROGRESS,NCCM_BM_Tx_ReviewAndClose,VHole,Provisioning-Network,,No,08-10-2015 18:45,No,,Provisioning-Network,Provisioning-Network,13-10-2015 12:04
NCCM_48659,CEASE,BTNCCM,Ceasing,UndoNCCM_BM_Tx_UpdateCramerCLR,VHole,Provisioning-Network,,No,08-10-2015 20:00,No,,Provisioning-Network,Provisioning-Network,14-10-2015 15:26
NCCM_48659,CEASE,BTNCCM,Ceasing,UndoNCCM_BM_Tx_ScheduleBulkMigration,VHole,Provisioning-Network,,No,08-10-2015 20:00,No,,Provisioning-Network,Provisioning-Network,14-10-2015 15:26
NCCM_48660,CEASE,BTNCCM,Ceasing,UndoNCCM_BM_Tx_UpdateCramerCLR,VHole,Provisioning-Network,,No,08-10-2015 20:01,No,,Provisioning-Network,Provisioning-Network,14-10-2015 15:26
NCCM_48660,CEASE,BTNCCM,Ceasing,UndoNCCM_BM_Tx_ScheduleBulkMigration,VHole,Provisioning-Network,,No,08-10-2015 20:01,No,,Provisioning-Network,Provisioning-Network,14-10-2015 15:26
NCCM_48661,CEASE,BTNCCM,Ceasing,UndoNCCM_BM_Tx_UpdateCramerCLR,VHole,Provisioning-Network,,No,08-10-2015 20:03,No,,Provisioning-Network,Provisioning-Network,14-10-2015 15:27
NCCM_48661,CEASE,BTNCCM,Ceasing,UndoNCCM_BM_Tx_ScheduleBulkMigration,VHole,Provisioning-Network,,No,08-10-2015 20:03,No,,Provisioning-Network,Provisioning-Network,14-10-2015 15:27
NCCM_48663,NORMAL,PGICCNCCM,IN PROGRESS,NCCM_PC_GIC_ScheduleImplementation,paresh.pawar,SOC-IP,1131156455,No,09-10-2015 09:45,No,,SOC-IP,SOC-IP,09-10-2015 09:47
NCCM_48664,NORMAL,PGICCNCCM,IN PROGRESS,NCCM_PC_GIC_ScheduleImplementation,paresh.pawar,SOC-IP,1131156455,No,09-10-2015 09:47,No,,SOC-IP,SOC-IP,09-10-2015 09:49
NCCM_48665,NORMAL,PGICCNCCM,IN PROGRESS,NCCM_PC_GIC_ScheduleImplementation,paresh.pawar,SOC-IP,4031156465,No,09-10-2015 09:49,No,,SOC-IP,SOC-IP,09-10-2015 09:50
NCCM_48666,NORMAL,PGICCNCCM,IN PROGRESS,NCCM_PC_GIC_ScheduleImplementation,paresh.pawar,SOC-IP,3331156454,No,09-10-2015 09:50,No,,SOC-IP,SOC-IP,09-10-2015 09:56
NCCM_48721,NORMAL,URINNCCM,IN PROGRESS,NCCM_UR_IN_ReviewCR,nitin.dabhade,ESOC,091NOID623010215682,No,12-10-2015 11:16,No,,ESOC,ESOC,14-10-2015 19:02
NCCM_48667,NORMAL,PGICCNCCM,IN PROGRESS,NCCM_PC_GIC_ScheduleImplementation,paresh.pawar,SOC-IP,1131156470,No,09-10-2015 09:57,No,,SOC-IP,SOC-IP,09-10-2015 09:58
NCCM_48668,NORMAL,BTNCCM,IN PROGRESS,NCCM_BM_Tx_ReviewAndClose,VHole,Provisioning-Network,,No,09-10-2015 11:48,No,,Provisioning-Network,Provisioning-Network,10-10-2015 13:40
NCCM_48669,NORMAL,BTNCCM,IN PROGRESS,NCCM_BM_Tx_ReviewAndClose,VHole,Provisioning-Network,,No,09-10-2015 12:15,No,,Provisioning-Network,Provisioning-Network,16-10-2015 03:22
NCCM_48671,NORMAL,BTNCCM,IN PROGRESS,NCCM_BM_Tx_ReviewAndClose,VHole,Provisioning-Network,,No,09-10-2015 12:47,No,,Provisioning-Network,Provisioning-Network,15-10-2015 07:03
NCCM_48670,NORMAL,BTNCCM,IN PROGRESS,NCCM_BM_Tx_ReviewAndClose,VHole,Provisioning-Network,,No,09-10-2015 12:46,No,,Provisioning-Network,Provisioning-Network,09-10-2015 16:33
NCCM_48672,NORMAL,BTNCCM,IN PROGRESS,NCCM_BM_Tx_ReviewAndClose,VHole,Provisioning-Network,,No,09-10-2015 13:24,No,,Provisioning-Network,Provisioning-Network,13-10-2015 10:47
NCCM_48674,NORMAL,PINCNCCM,IN PROGRESS,NCCM_PC_INC_AnalyzeReqAndMentionSch,vsubram,ESOC,091TRIV030009101991,No,09-10-2015 13:42,No,,Provisioning-Network,Provisioning-Network,09-10-2015 14:00
NCCM_48697,NORMAL,PITGISNCCM,IN PROGRESS,NCCM_PITGIS_AnalyzeRequestAndSchedule,p.poorani,SA-ACCESS,091BENG623008623826,No,09-10-2015 18:34,No,,Provisioning-Network,Provisioning-Network,09-10-2015 19:51
NCCM_48699,NORMAL,PITGISNCCM,IN PROGRESS,NCCM_PITGIS_RaiseChangeRequest,p.poorani,SA-ACCESS,091BENG623008623826,No,09-10-2015 18:38,No,,SA-ACCESS,SA-ACCESS,09-10-2015 18:39
NCCM_48698,NORMAL,BTNCCM,IN PROGRESS,NCCM_BM_Tx_ReviewAndClose,sadvitot,Provisioning-Network,,No,09-10-2015 18:37,No,,Provisioning-Network,Provisioning-Network,13-10-2015 10:52
NCCM_48703,NORMAL,BTNCCM,IN PROGRESS,NCCM_BM_Tx_ReviewAndClose,VHole,Provisioning-Network,,No,09-10-2015 18:40,No,,Provisioning-Network,Provisioning-Network,11-10-2015 14:23
NCCM_48704,NORMAL,BTNCCM,IN PROGRESS,NCCM_BM_Tx_ReviewAndClose,JKathare,Provisioning-Network,,No,09-10-2015 18:56,No,,Provisioning-Network,Provisioning-Network,10-10-2015 15:01
NCCM_48712,NORMAL,URINNCCM,IN PROGRESS,NCCM_UR_IN_UpdateCramer,snadre,ESOC,091DELH030012372600,No,10-10-2015 11:35,No,,Provisioning-Network,Provisioning-Network,10-10-2015 11:40
NCCM_48713,NORMAL,BTNCCM,IN PROGRESS,NCCM_BM_Tx_ReviewAndClose,VHole,Provisioning-Network,,No,10-10-2015 12:19,No,,Provisioning-Network,Provisioning-Network,11-10-2015 22:03
NCCM_48714,NORMAL,BTNCCM,IN PROGRESS,NCCM_BM_Tx_ReviewAndClose,SupriKat,Provisioning-Network,,No,10-10-2015 15:06,No,,Provisioning-Network,Provisioning-Network,11-10-2015 14:09
NCCM_48715,NORMAL,BTNCCM,IN PROGRESS,NCCM_BM_Tx_ReviewAndClose,AFating,Provisioning-Network,,No,11-10-2015 12:34,No,,Provisioning-Network,Provisioning-Network,11-10-2015 12:46
NCCM_48722,NORMAL,BTNCCM,IN PROGRESS,NCCM_BM_Tx_ReviewAndClose,JKathare,Provisioning-Network,,No,12-10-2015 11:17,No,,Provisioning-Network,Provisioning-Network,12-10-2015 12:45
NCCM_51790,NORMAL,BINCCM,IN PROGRESS,NCCM_BM_IP_ScheduleDateForBulkMigration,paresh.pawar,SOC-IP,,No,14-12-2015 13:22,No,,SOC-IP,SOC-IP,16-12-2015 12:24
NCCM_48725,NORMAL,PINCNCCM,IN PROGRESS,NCCM_PC_INC_AnalyzeReqAndMentionSch,singh.amit,ESOC,091MUMB623007945183,No,12-10-2015 11:22,No,,Provisioning-Network,Provisioning-Network,12-10-2015 11:24
NCCM_48727,NORMAL,PINCNCCM,IN PROGRESS,NCCM_PC_INC_AnalyzeReqAndMentionSch,singh.amit,ESOC,091MUMB623007508456,No,12-10-2015 11:24,No,,Provisioning-Network,Provisioning-Network,12-10-2015 11:26
NCCM_48730,NORMAL,BTNCCM,IN PROGRESS,NCCM_BM_Tx_ReviewAndClose,JKathare,Provisioning-Network,,No,12-10-2015 11:50,No,,Provisioning-Network,Provisioning-Network,12-10-2015 13:48
NCCM_48732,NORMAL,BTNCCM,IN PROGRESS,NCCM_BM_Tx_ReviewAndClose,JKathare,Provisioning-Network,,No,12-10-2015 11:52,No,,Provisioning-Network,Provisioning-Network,12-10-2015 13:48
NCCM_48731,NORMAL,URINNCCM,IN PROGRESS,NCCM_UR_IN_ReviewCR,somnath.jadhav,ESOC,091SILI030012648177,No,12-10-2015 11:51,No,,ESOC,ESOC,23-10-2015 16:32
NCCM_48733,NORMAL,BTNCCM,IN PROGRESS,NCCM_BM_Tx_ReviewAndClose,JKathare,Provisioning-Network,,No,12-10-2015 11:57,No,,Provisioning-Network,Provisioning-Network,12-10-2015 12:04
NCCM_48734,NORMAL,BINCCM,CLOSED,,KKumari,SOC-IP,,No,12-10-2015 12:06,No,,,,
NCCM_48729,NORMAL,URINNCCM,IN PROGRESS,NCCM_UR_IN_ReviewCR,shahid.kamal,SA-NOC,091VADO623002224089_356029_IDEACELLULARL,No,12-10-2015 11:36,No,,ESOC,ESOC,20-10-2015 17:03
NCCM_48736,NORMAL,BTNCCM,IN PROGRESS,NCCM_BM_Tx_ReviewAndClose,JKathare,Provisioning-Network,,No,12-10-2015 12:24,No,,Provisioning-Network,Provisioning-Network,12-10-2015 12:40
NCCM_48737,NORMAL,BINCCM,IN PROGRESS,NCCM_BM_IP_ScheduleDateForBulkMigration,KKumari,SOC-IP,,No,12-10-2015 12:25,No,,SOC-IP,SOC-IP,14-10-2015 12:54
NCCM_48739,NORMAL,BTNCCM,IN PROGRESS,NCCM_BM_Tx_ReviewAndClose,DeviVish,Provisioning-Network,,No,12-10-2015 13:03,No,,Provisioning-Network,Provisioning-Network,12-10-2015 17:15
NCCM_48741,NORMAL,BTNCCM,IN PROGRESS,NCCM_BM_Tx_ReviewAndClose,VHole,Provisioning-Network,,No,12-10-2015 13:46,No,,Provisioning-Network,Provisioning-Network,12-10-2015 16:55
NCCM_48740,NORMAL,BTNCCM,IN PROGRESS,NCCM_BM_Tx_ReviewAndClose,JKathare,Provisioning-Network,,No,12-10-2015 13:44,No,,Provisioning-Network,Provisioning-Network,03-11-2015 17:22
NCCM_48742,NORMAL,PINCNCCM,IN PROGRESS,NCCM_PC_INC_AnalyzeReqAndMentionSch,KJamdade,,091BENG030009601405,No,12-10-2015 15:14,Yes,,Provisioning-Network,Provisioning-Network,15-12-2015 19:11
NCCM_48743,NORMAL,PINCNCCM,IN PROGRESS,NCCM_PC_INC_AnalyzeReqAndMentionSch,KJamdade,,091BENG030010523373,No,12-10-2015 15:14,No,,Provisioning-Network,Provisioning-Network,12-10-2015 15:28
NCCM_48746,NORMAL,PINCNCCM,IN PROGRESS,NCCM_PC_INC_ReviewAndCloseOrder,KJamdade,,091BENG623006686136,No,12-10-2015 15:16,No,,MAN Field Ops-New Delhi,MAN Field Ops-New Delhi,16-10-2015 14:21
NCCM_48744,NORMAL,BTNCCM,IN PROGRESS,NCCM_BM_Tx_ReviewAndClose,VHole,Provisioning-Network,,No,12-10-2015 15:15,No,,Provisioning-Network,Provisioning-Network,12-10-2015 19:40
NCCM_48747,NORMAL,PINCNCCM,IN PROGRESS,NCCM_PC_INC_ReviewAndCloseOrder,KJamdade,,091BENG623010161397,No,12-10-2015 15:17,No,,MAN Field Ops-New Delhi,MAN Field Ops-New Delhi,14-10-2015 19:04
NCCM_48751,NORMAL,URINNCCM,IN PROGRESS,NCCM_UR_IN_ReviewCR,nitin.dabhade,ESOC,091NAVI1143007816032,No,12-10-2015 16:10,No,,ESOC,ESOC,23-10-2015 14:16
NCCM_48753,NORMAL,PINCNCCM,IN PROGRESS,NCCM_PC_INC_ReviewAndCloseOrder,singh.amit,ESOC,17297286931,No,12-10-2015 16:21,No,,ESOC,ESOC,13-10-2015 18:24
NCCM_48755,NORMAL,PINCNCCM,IN PROGRESS,NCCM_PC_INC_ReviewAndCloseOrder,singh.amit,ESOC,091RAIP623009400884,No,12-10-2015 16:24,No,,ESOC,ESOC,21-10-2015 16:09
NCCM_48757,NORMAL,BTNCCM,IN PROGRESS,NCCM_BM_Tx_ReviewAndClose,VHole,Provisioning-Network,,No,12-10-2015 16:45,No,,Provisioning-Network,Provisioning-Network,16-10-2015 05:53
NCCM_48758,NORMAL,BTNCCM,IN PROGRESS,NCCM_BM_Tx_ReviewAndClose,VHole,Provisioning-Network,,No,12-10-2015 18:04,No,,Provisioning-Network,Provisioning-Network,13-10-2015 16:51
NCCM_48759,NORMAL,BTNCCM,IN PROGRESS,NCCM_BM_Tx_ReviewAndClose,VHole,Provisioning-Network,,No,12-10-2015 18:52,No,,Provisioning-Network,Provisioning-Network,13-10-2015 13:45
NCCM_48760,NORMAL,BTNCCM,IN PROGRESS,NCCM_BM_Tx_ReviewAndClose,VHole,Provisioning-Network,,No,12-10-2015 18:55,No,,Provisioning-Network,Provisioning-Network,13-10-2015 12:50
NCCM_48761,NORMAL,URINNCCM,IN PROGRESS,NCCM_UR_IN_UpdateCramer,vsubram,ESOC,091NOID623008915595,No,13-10-2015 03:42,No,,Provisioning-Network,Provisioning-Network,13-10-2015 03:46
NCCM_48762,NORMAL,URINNCCM,IN PROGRESS,NCCM_UR_IN_ReviewCR,nitin.dabhade,ESOC,091CHEN1143005756425,No,13-10-2015 11:55,No,,ESOC,ESOC,23-10-2015 14:13
NCCM_48763,NORMAL,URINNCCM,IN PROGRESS,NCCM_UR_IN_ReviewCR,nitin.dabhade,ESOC,44239235374,No,13-10-2015 12:02,No,,ESOC,ESOC,23-10-2015 13:45
NCCM_48764,NORMAL,BTNCCM,IN PROGRESS,NCCM_BM_Tx_ReviewAndClose,VHole,Provisioning-Network,,No,13-10-2015 12:12,No,,Provisioning-Network,Provisioning-Network,15-10-2015 05:26
NCCM_48765,NORMAL,BTNCCM,IN PROGRESS,NCCM_BM_Tx_ReviewAndClose,VHole,Provisioning-Network,,No,13-10-2015 13:03,No,,Provisioning-Network,Provisioning-Network,16-10-2015 16:29
NCCM_48766,NORMAL,BTNCCM,IN PROGRESS,NCCM_BM_Tx_ConfigureTxServiceInPEWindow,VHole,Provisioning-Network,,No,13-10-2015 13:06,No,,CM-Transport,CM-Transport,13-10-2015 13:08
NCCM_48767,NORMAL,BTNCCM,IN PROGRESS,NCCM_BM_Tx_ConfigureTxServiceInPEWindow,JKathare,Provisioning-Network,,No,13-10-2015 15:16,No,,CM-Transport,CM-Transport,13-10-2015 15:18
NCCM_48768,NORMAL,BTNCCM,IN PROGRESS,NCCM_BM_Tx_ReviewAndClose,VHole,Provisioning-Network,,No,13-10-2015 15:47,No,,Provisioning-Network,Provisioning-Network,13-10-2015 18:27
NCCM_48769,CEASE,PINCNCCM,Ceased,,KJamdade,,091MUMB030010727968,No,13-10-2015 16:13,No,,,,
NCCM_48771,NORMAL,URINNCCM,IN PROGRESS,NCCM_UR_IN_ReviewCR,singh.amit,ESOC,11128300746,No,13-10-2015 16:19,No,,ESOC,ESOC,13-10-2015 16:27
NCCM_48774,NORMAL,BTNCCM,IN PROGRESS,NCCM_BM_Tx_ReviewAndClose,VHole,Provisioning-Network,,No,13-10-2015 17:07,No,,Provisioning-Network,Provisioning-Network,29-10-2015 04:18
NCCM_48775,NORMAL,BTNCCM,CLOSED,,ISInamda,Provisioning-Network,,No,13-10-2015 18:00,No,,,,
NCCM_48777,NORMAL,PINCNCCM,IN PROGRESS,NCCM_PC_INC_ReviewAndCloseOrder,singh.amit,ESOC,091MUMB623005830438,No,13-10-2015 18:34,No,,ESOC,ESOC,14-10-2015 15:20
NCCM_48780,NORMAL,PITGISNCCM,IN PROGRESS,NCCM_PITGIS_AnalyzeRequestAndSchedule,paresh.pawar,SOC-IP,091BENG623007456612,No,13-10-2015 18:45,No,,Provisioning-Network,Provisioning-Network,14-10-2015 15:50
NCCM_48782,NORMAL,PITGISNCCM,IN PROGRESS,NCCM_PITGIS_ConfigureCircuit,debasish.das,SOC-IP,091NOID030008308824,No,13-10-2015 18:46,No,,CM-IP-Enterprise,CM-IP-Enterprise,14-10-2015 18:07
NCCM_48786,NORMAL,BTNCCM,IN PROGRESS,NCCM_BM_Tx_ConfigureTxServiceInPEWindow,VHole,Provisioning-Network,,No,13-10-2015 18:57,No,,CM-Transport,CM-Transport,13-10-2015 19:04
NCCM_48787,NORMAL,BTNCCM,CLOSED,,VHole,Provisioning-Network,,No,13-10-2015 18:59,No,,,,
NCCM_48785,NORMAL,URIGPSNCCM,IN PROGRESS,NCCM_UR_IGP_VerifyCRSOCIP,parag.potdar,IP-Field-Ops-Mumbai,22172251353,No,13-10-2015 18:56,No,,SOC-IP,SOC-IP,13-10-2015 19:05
NCCM_48788,NORMAL,BTNCCM,IN PROGRESS,NCCM_BM_Tx_ReviewAndClose,VHole,Provisioning-Network,,No,13-10-2015 19:07,No,,Provisioning-Network,Provisioning-Network,14-10-2015 11:32
NCCM_48789,NORMAL,BTNCCM,IN PROGRESS,NCCM_BM_Tx_ReviewAndClose,ISInamda,Provisioning-Network,,No,13-10-2015 19:30,No,,Provisioning-Network,Provisioning-Network,15-10-2015 05:44
NCCM_48790,NORMAL,BTNCCM,IN PROGRESS,NCCM_BM_Tx_ReviewAndClose,SakArora,Provisioning-Network,,No,13-10-2015 20:02,No,,Provisioning-Network,Provisioning-Network,14-10-2015 15:28
NCCM_48791,NORMAL,PGICCNCCM,IN PROGRESS,NCCM_PC_GIC_ScheduleImplementation,paresh.pawar,SOC-IP,091GHAZ623008939213,No,14-10-2015 10:38,No,,SOC-IP,SOC-IP,14-10-2015 10:39
NCCM_48792,NORMAL,PGICCNCCM,IN PROGRESS,NCCM_PC_GIC_ScheduleImplementation,paresh.pawar,SOC-IP,8031156435,No,14-10-2015 10:39,No,,SOC-IP,SOC-IP,14-10-2015 10:40
NCCM_48793,NORMAL,PGICCNCCM,IN PROGRESS,NCCM_PC_GIC_ScheduleImplementation,paresh.pawar,SOC-IP,091BHAV623008939089,No,14-10-2015 10:40,No,,SOC-IP,SOC-IP,14-10-2015 10:41
NCCM_48794,NORMAL,PGICCNCCM,IN PROGRESS,NCCM_PC_GIC_ScheduleImplementation,paresh.pawar,SOC-IP,8031156440,No,14-10-2015 10:41,No,,SOC-IP,SOC-IP,14-10-2015 10:42
NCCM_48795,NORMAL,PGICCNCCM,IN PROGRESS,NCCM_PC_GIC_ScheduleImplementation,paresh.pawar,SOC-IP,4031156466,No,14-10-2015 10:42,No,,SOC-IP,SOC-IP,14-10-2015 10:43
NCCM_48796,NORMAL,PGICCNCCM,IN PROGRESS,NCCM_PC_GIC_ScheduleImplementation,paresh.pawar,SOC-IP,3331211479,No,14-10-2015 10:43,No,,SOC-IP,SOC-IP,14-10-2015 10:44
NCCM_48798,NORMAL,PINCNCCM,IN PROGRESS,NCCM_PC_INC_ReviewAndCloseOrder,singh.amit,ESOC,7909174146,No,14-10-2015 12:24,No,,ESOC,ESOC,04-11-2015 13:33
NCCM_48800,NORMAL,PINCNCCM,IN PROGRESS,NCCM_PC_INC_ReviewAndCloseOrder,singh.amit,ESOC,091MUMB1143010473924,No,14-10-2015 12:36,No,,ESOC,ESOC,29-10-2015 11:33
NCCM_48802,CEASE,PINCNCCM,Ceasing,UndoNCCM_PC_INC_ValidateOrder,singh.amit,ESOC,091GURG1143009907422,No,14-10-2015 12:43,No,,ESOC,ESOC,02-12-2015 12:11
NCCM_48802,CEASE,PINCNCCM,Ceasing,UndoNCCM_PC_INC_RaiseCR,singh.amit,ESOC,091GURG1143009907422,No,14-10-2015 12:43,No,,ESOC,ESOC,02-12-2015 12:11
NCCM_48804,NORMAL,PINCNCCM,IN PROGRESS,NCCM_PC_INC_ReviewAndCloseOrder,singh.amit,ESOC,091MUMB1143010200568,No,14-10-2015 12:46,No,,ESOC,ESOC,02-11-2015 12:33
NCCM_48806,NORMAL,PINCNCCM,IN PROGRESS,NCCM_PC_INC_ReviewAndCloseOrder,singh.amit,ESOC,4009119629,No,14-10-2015 12:47,No,,ESOC,ESOC,16-11-2015 15:50
NCCM_48808,NORMAL,PINCNCCM,IN PROGRESS,NCCM_PC_INC_ReviewAndCloseOrder,singh.amit,ESOC,091GURG1143007573909,No,14-10-2015 12:49,No,,ESOC,ESOC,02-11-2015 20:45
NCCM_48810,NORMAL,PINCNCCM,IN PROGRESS,NCCM_PC_INC_ReviewAndCloseOrder,singh.amit,ESOC,091CHEN1143005611066,No,14-10-2015 12:51,No,,ESOC,ESOC,02-11-2015 17:53
NCCM_48812,NORMAL,PINCNCCM,IN PROGRESS,NCCM_PC_INC_ReviewAndCloseOrder,singh.amit,ESOC,091GHAZ1143009705094,No,14-10-2015 12:53,No,,ESOC,ESOC,04-11-2015 15:13
NCCM_48814,NORMAL,PINCNCCM,IN PROGRESS,NCCM_PC_INC_ReviewAndCloseOrder,singh.amit,ESOC,091UDAI030012083201,No,14-10-2015 12:55,No,,ESOC,ESOC,19-11-2015 19:17
NCCM_48817,NORMAL,BTNCCM,IN PROGRESS,NCCM_BM_Tx_ReviewAndClose,VHole,Provisioning-Network,,No,14-10-2015 13:05,No,,Provisioning-Network,Provisioning-Network,16-10-2015 13:43
NCCM_48821,NORMAL,PINCNCCM,IN PROGRESS,NCCM_PC_INC_ReviewAndCloseOrder,singh.amit,ESOC,091KANP1143008048073,No,14-10-2015 13:08,No,,ESOC,ESOC,28-10-2015 19:00
NCCM_48827,NORMAL,PINCNCCM,IN PROGRESS,NCCM_PC_INC_ReviewAndCloseOrder,singh.amit,ESOC,091NOID1143008143475,No,14-10-2015 13:15,No,,ESOC,ESOC,29-10-2015 10:44
NCCM_48830,NORMAL,PINCNCCM,IN PROGRESS,NCCM_PC_INC_ReviewAndCloseOrder,singh.amit,ESOC,22143267902,No,14-10-2015 13:17,No,,ESOC,ESOC,04-11-2015 13:48
NCCM_48832,NORMAL,PINCNCCM,IN PROGRESS,NCCM_PC_INC_ReviewAndCloseOrder,singh.amit,ESOC,091AHME1143011820969,No,14-10-2015 13:19,No,,ESOC,ESOC,23-10-2015 10:43
NCCM_48835,NORMAL,PINCNCCM,IN PROGRESS,NCCM_PC_INC_ReviewAndCloseOrder,singh.amit,ESOC,091GURG005007747098,No,14-10-2015 13:21,No,,ESOC,ESOC,23-10-2015 11:37
NCCM_48837,NORMAL,PINCNCCM,IN PROGRESS,NCCM_PC_INC_ReviewAndCloseOrder,singh.amit,ESOC,091GURG1143008687928,No,14-10-2015 13:22,No,,ESOC,ESOC,28-10-2015 19:12
NCCM_48839,NORMAL,PINCNCCM,IN PROGRESS,NCCM_PC_INC_ReviewAndCloseOrder,singh.amit,ESOC,091NOID002009246521,No,14-10-2015 13:23,No,,ESOC,ESOC,29-10-2015 11:49
NCCM_48841,NORMAL,BTNCCM,IN PROGRESS,NCCM_BM_Tx_ReviewAndClose,VHole,Provisioning-Network,,No,14-10-2015 13:38,No,,Provisioning-Network,Provisioning-Network,01-11-2015 00:51
NCCM_48842,NORMAL,PGICCNCCM,IN PROGRESS,NCCM_PC_GIC_ConfigureCircuit,paresh.pawar,SOC-IP,091PUNE030012090517,No,14-10-2015 13:48,No,,CM-IP-Enterprise,CM-IP-Enterprise,14-10-2015 17:57
NCCM_48843,NORMAL,BTNCCM,IN PROGRESS,NCCM_BM_Tx_ReviewAndClose,VHole,Provisioning-Network,,No,14-10-2015 14:12,No,,Provisioning-Network,Provisioning-Network,23-10-2015 11:37
NCCM_48845,NORMAL,BTNCCM,IN PROGRESS,NCCM_BM_Tx_ReviewAndClose,VHole,Provisioning-Network,,No,14-10-2015 14:14,No,,Provisioning-Network,Provisioning-Network,17-10-2015 16:20
NCCM_48846,NORMAL,BTNCCM,IN PROGRESS,NCCM_BM_Tx_ReviewAndClose,VHole,Provisioning-Network,,No,14-10-2015 14:16,No,,Provisioning-Network,Provisioning-Network,20-10-2015 13:45
NCCM_48847,NORMAL,PGICCNCCM,IN PROGRESS,NCCM_PC_GIC_ScheduleImplementation,ahamadac,SOC-IP,3632304701  ,No,14-10-2015 16:13,No,,SOC-IP,SOC-IP,14-10-2015 16:15
NCCM_48848,NORMAL,BTNCCM,IN PROGRESS,NCCM_BM_Tx_ReviewAndClose,ploni,Provisioning-Network,,No,14-10-2015 16:21,No,,Provisioning-Network,Provisioning-Network,15-10-2015 12:34
NCCM_48850,NORMAL,BTNCCM,IN PROGRESS,NCCM_BM_Tx_ReviewAndClose,ISInamda,Provisioning-Network,,No,14-10-2015 16:50,No,,Provisioning-Network,Provisioning-Network,20-10-2015 12:12
NCCM_48849,NORMAL,BTNCCM,IN PROGRESS,NCCM_BM_Tx_ReviewAndClose,JKathare,Provisioning-Network,,No,14-10-2015 16:45,No,,Provisioning-Network,Provisioning-Network,30-10-2015 06:57
NCCM_48851,NORMAL,BTNCCM,IN PROGRESS,NCCM_BM_Tx_ReviewAndClose,ploni,Provisioning-Network,,No,14-10-2015 16:55,No,,Provisioning-Network,Provisioning-Network,15-10-2015 12:35
NCCM_48852,NORMAL,BTNCCM,IN PROGRESS,NCCM_BM_Tx_ReviewAndClose,JKathare,Provisioning-Network,,No,14-10-2015 17:00,No,,Provisioning-Network,Provisioning-Network,28-10-2015 11:48
NCCM_48853,NORMAL,BTNCCM,IN PROGRESS,NCCM_BM_Tx_ReviewAndClose,JKathare,Provisioning-Network,,No,14-10-2015 17:02,No,,Provisioning-Network,Provisioning-Network,19-10-2015 18:13
NCCM_48872,CEASE,URIGPSNCCM,Ceased,,paresh.pawar,SOC-IP,11100210008,No,14-10-2015 18:20,No,,,,
NCCM_48873,NORMAL,PGICCNCCM,IN PROGRESS,NCCM_PC_GIC_ConfigureCircuit,paresh.pawar,SOC-IP,091THRI623011170390,No,14-10-2015 18:57,No,,CM-IP-Enterprise,CM-IP-Enterprise,16-10-2015 12:01
NCCM_48882,NORMAL,PITGISNCCM,IN PROGRESS,NCCM_PITGIS_RaiseChangeRequest,paresh.pawar,SOC-IP,11100210008,No,14-10-2015 19:05,No,,SOC-IP,SOC-IP,14-10-2015 19:05
NCCM_48883,NORMAL,PITGISNCCM,IN PROGRESS,NCCM_PITGIS_ConfigureCircuit,paresh.pawar,SOC-IP,11100210008,No,14-10-2015 19:06,No,,CM-IP-Enterprise,CM-IP-Enterprise,16-10-2015 14:18
NCCM_48885,NORMAL,BTNCCM,IN PROGRESS,NCCM_BM_Tx_ReviewAndClose,VHole,Provisioning-Network,,No,14-10-2015 19:06,No,,Provisioning-Network,Provisioning-Network,14-10-2015 20:49
